model,window,mse_mean,mse_std,mae_mean,mae_std,r2_mean,r2_std
linear_regression,2,7.113948538214681,6.208630608258545,0.8019498281323155,0.10020411278042422,0.9990165362704259,0.0005327010100640773
linear_regression,3,7.124859846453054,6.215936404416611,0.8033550497842586,0.09995270919583557,0.9990149572949358,0.0005340547716631052
linear_regression,4,7.137014021892357,6.215186872490591,0.8050466443284273,0.10009808069494716,0.9990131643347816,0.000533370270806227
linear_regression,5,7.149566095083553,6.212863350267042,0.8063024007831651,0.10018911361249475,0.9990105649538285,0.0005340316826140408
