model,window,mse_mean,mse_std,mae_mean,mae_std,r2_mean,r2_std
linear_regression,2,0.0008142442990420063,0.0003705071481772106,0.011778615185073567,0.0023408242528757195,-0.002044168602110519,0.0021878689012882102
linear_regression,3,0.0008155264377871178,0.0003707784589901469,0.011794437081752538,0.0023515527397474016,-0.003233297967986548,0.0026120316785734833
linear_regression,4,0.000816092499439421,0.0003705358315684309,0.011808417861850953,0.0023676264948230444,-0.004216993219235831,0.003923864361377177
linear_regression,5,0.0008173372269135026,0.0003716701944130059,0.011828521287185314,0.0023662985399787464,-0.004967917743712835,0.003123573143755444
