model,window,mse_mean,mse_std,mae_mean,mae_std,r2_mean,r2_std
polynomial_regression,2,7.225786904579704,6.244747404509559,0.8055751260296985,0.10057548516347839,0.9989989064228129,0.0005326922241128002
polynomial_regression,3,7.449143705880066,6.381487879028977,0.8113248450053098,0.10118697111202975,0.9989637820803834,0.0005445997212680046
polynomial_regression,4,7.888206781299249,7.039955008764907,0.8181919561706991,0.10209513609857641,0.9989107976045298,0.0006101101164752194
polynomial_regression,5,8.321076317281703,7.358326065464412,0.8302171643760801,0.1042065071195264,0.9988389222265381,0.0006427868069001977
