model,window,mse_mean,mse_std,mae_mean,mae_std,r2_mean,r2_std
polynomial_regression,2,7.13569621131388,6.19260337902188,0.8077012169483029,0.10229121563263613,0.9990117164570238,0.0005306242748225335
polynomial_regression,3,7.15758049137028,6.200618350711104,0.8094111298248243,0.10254525338783488,0.9990085626711048,0.0005318685144751153
polynomial_regression,4,7.216392650131228,6.2677047846774325,0.8110028076822055,0.10291045797738088,0.999001511742682,0.0005378626864523895
polynomial_regression,5,7.249040624398502,6.274537819637187,0.8129993030947681,0.10308477795028796,0.9989959935366732,0.0005389008154085058
